,date,fare
0,2016-06-14,216.10000000000002
1,2016-06-08,393.89
2,2016-05-09,138.38
3,2016-05-30,83.69
4,2016-06-09,288.34
5,2016-05-10,93.53
6,2016-05-31,150.52
7,2016-04-15,135.54999999999998
8,2016-05-20,22.91
9,2016-06-07,339.65000000000003
10,2016-06-16,337.80000000000007
11,2016-04-25,184.67999999999998
12,2016-06-24,378.8200000000001
13,2016-05-11,163.79
14,2016-04-18,93.75
15,2016-06-20,244.76000000000002
16,2016-05-17,139.31
17,2016-04-28,102.83000000000001
18,2016-06-13,346.84
19,2016-06-22,404.3900000000001
20,2016-06-23,332.27
21,2016-04-12,13.61
22,2016-04-20,148.01
23,2016-05-06,248.72
24,2016-05-12,70.93
25,2016-06-10,238.84000000000003
26,2016-05-16,179.32
27,2016-05-04,113.63999999999999
28,2016-04-21,140.29
29,2016-04-14,140.66
30,2016-06-17,373.17999999999995
31,2016-04-26,81.94
32,2016-05-18,151.95999999999998
33,2016-04-13,83.78
34,2016-04-19,87.63
35,2016-06-15,237.80000000000004
36,2016-06-01,148.29000000000002
37,2016-06-11,68.05
38,2016-05-13,77.99000000000001
39,2016-04-27,83.28
40,2016-05-25,81.94
41,2016-06-02,213.11
42,2016-05-02,145.71
43,2016-05-03,38.36
44,2016-05-26,100.47999999999999
