,date,fare,distance,duration,number of ride
0,2016-06-16,246.03000000000003,87994,10448,9
1,2016-06-26,218.13000000000002,67277,9140,9
2,2016-06-18,64.17,11204,2485,4
3,2016-04-04,225.60000000000002,81943,9621,8
4,2016-06-04,240.53,51395,10030,11
5,2016-05-12,182.91000000000003,70788,7473,8
6,2016-06-17,202.12,53215,8210,10
7,2016-04-25,201.76,57229,8553,8
8,2016-06-23,190.25,36200,7907,9
9,2016-06-24,266.93,39558,11493,11
10,2016-06-01,173.50999999999996,36801,7029,9
11,2016-05-10,198.45,50818,8035,10
12,2016-06-14,327.58,124085,13662,13
13,2016-05-08,153.09,45455,6685,5
14,2016-05-13,161.79,45313,6357,9
15,2016-05-14,107.59,24008,4464,5
16,2016-04-29,209.95,35176,8746,10
17,2016-06-15,230.26,39537,9971,9
18,2016-04-30,232.69,63953,9923,9
19,2016-06-25,192.94,76565,8150,7
20,2016-04-05,275.16,65772,11735,11
21,2016-04-28,197.66000000000003,68393,9042,4
22,2016-06-20,136.47,44364,5630,6
23,2016-04-26,183.93999999999997,59326,7413,9
24,2016-04-02,5.48,18,90,1
25,2016-05-31,23.53,3329,1008,1
26,2016-06-21,151.71,47500,6403,6
27,2016-05-07,44.08,8276,1654,3
28,2016-06-19,156.17000000000002,71772,6658,5
29,2016-06-05,222.17000000000002,77731,9863,6
30,2016-06-03,214.56,61468,9387,7
31,2016-05-09,77.74000000000001,17871,3146,4
32,2016-06-02,112.19,37314,5196,2
33,2016-04-03,11.81,1480,410,1
34,2016-05-30,136.28,97364,6220,1
