,date,fare,distance,duration,number of ride
0,2016-05-06,120.58,72814,4990,4
1,2016-06-07,41.66,19652,1642,2
2,2016-06-04,87.00999999999999,56861,3743,2
3,2016-05-09,103.14,76513,4444,2
4,2016-06-05,34.53,7745,1355,2
5,2016-06-17,45.61,37316,1918,1
6,2016-05-08,85.73,38822,3609,3
7,2016-05-07,118.2,26957,5192,4
8,2016-05-14,140.99,68693,5692,6
9,2016-05-24,42.52,25367,1842,1
10,2016-05-15,36.37,20456,1556,1
11,2016-06-02,30.58,3067,1378,1
12,2016-06-11,34.88,23873,1454,1
13,2016-05-27,13.28,3560,472,1
