,date,fare
0,2016-04-30,116.21
1,2016-05-20,184.11999999999998
2,2016-05-28,269.97999999999996
3,2016-04-24,92.17999999999999
4,2016-04-17,114.84
5,2016-05-07,150.98
6,2016-06-04,191.22999999999996
7,2016-05-17,176.15999999999997
8,2016-05-25,296.53999999999996
9,2016-04-23,371.85999999999996
10,2016-05-13,208.84
11,2016-06-25,359.17999999999995
12,2016-04-14,102.28
13,2016-05-12,312.21000000000004
14,2016-05-15,328.43000000000006
15,2016-04-15,249.82
16,2016-06-14,53.92
17,2016-05-19,384.74999999999994
18,2016-05-08,317.8300000000001
19,2016-05-24,226.31
20,2016-05-05,156.63
21,2016-04-22,266.58
22,2016-05-30,39.93
23,2016-05-23,141.41
24,2016-05-14,264.93
25,2016-05-10,84.14
26,2016-05-26,210.04
27,2016-06-15,224.09
28,2016-05-21,292.53000000000003
29,2016-06-26,106.65
30,2016-04-19,243.1
31,2016-05-01,112.27
32,2016-05-18,151.11
33,2016-05-22,261.37
34,2016-05-27,252.28999999999996
35,2016-04-20,265.48
36,2016-04-16,242.5
37,2016-06-05,22.39
38,2016-05-29,48.720000000000006
39,2016-04-26,97.88000000000001
40,2016-06-19,76.66000000000001
41,2016-04-21,76.01
42,2016-05-06,166.51
43,2016-05-09,87.24000000000001
44,2016-05-02,6.24
45,2016-04-18,7.94
46,2016-04-27,183.96
47,2016-05-11,41.79
48,2016-06-12,18.83
49,2016-06-03,142.72
