,date,fare,distance,duration,number of ride
0,2016-04-20,136.27,44615,5813,5
1,2016-04-14,96.19,20175,3701,6
2,2016-04-18,152.94,66590,6526,5
3,2016-04-08,133.21,52245,5404,6
4,2016-04-04,37.8,13283,1682,1
5,2016-04-22,111.60999999999999,35531,4396,6
6,2016-04-17,82.77000000000001,39579,3254,4
7,2016-04-10,167.83999999999997,87921,6956,6
8,2016-04-26,28.23,3289,1254,1
9,2016-05-30,23.509999999999998,2847,815,2
10,2016-04-13,140.39,50963,5788,6
11,2016-04-11,69.32,29904,2817,3
12,2016-04-01,139.70999999999998,62019,5673,6
13,2016-04-05,79.1,14732,3435,3
14,2016-05-17,29.4,9535,1270,1
15,2016-04-15,120.62,61104,5270,3
16,2016-04-06,32.89,20123,1377,1
17,2016-04-07,66.49000000000001,25472,2700,3
18,2016-04-29,32.41,9320,1233,2
19,2016-04-12,35.54,13148,1369,2
20,2016-04-27,42.91,8670,1786,2
21,2016-05-23,37.269999999999996,6382,1508,2
22,2016-05-03,73.24,23033,3070,3
23,2016-05-04,34.44,24675,1425,1
24,2016-04-28,22.46,9564,908,1
25,2016-05-07,18.91,6423,745,1
