,date,fare,distance,duration,number of ride
0,2016-05-19,305.45,75963,12265,16
1,2016-05-24,77.84,25780,3094,4
2,2016-05-15,239.15000000000003,170789,9694,8
3,2016-05-17,313.38,115364,12006,18
4,2016-04-30,164.03,46573,6269,10
5,2016-06-08,136.3,54244,5159,8
6,2016-04-29,475.24000000000007,172936,19648,20
7,2016-05-16,373.90999999999997,129890,15060,18
8,2016-04-26,140.91000000000003,60343,5748,6
9,2016-05-20,330.12,128582,13373,15
10,2016-06-19,149.43,64783,5574,9
11,2016-05-22,217.18,123031,8497,10
12,2016-06-18,105.21000000000002,63977,4054,5
13,2016-05-06,198.93,83441,7632,11
14,2016-05-12,305.22999999999996,146821,11944,15
15,2016-06-24,207.84,42328,8390,11
16,2016-06-17,208.76000000000002,67389,8063,12
17,2016-06-11,137.69000000000003,24807,5051,10
18,2016-05-31,221.01999999999998,79125,8816,11
19,2016-05-18,241.03,136689,10231,7
20,2016-04-15,248.28,103478,11042,6
21,2016-05-08,304.05,203013,12459,10
22,2016-05-13,253.48,91737,10614,10
23,2016-04-23,37.66,9361,1311,3
24,2016-04-27,144.34,45538,6619,3
25,2016-06-04,27.22,9010,1160,1
26,2016-06-03,163.26,69647,6847,6
27,2016-05-02,152.25,58125,5964,8
28,2016-05-25,227.04999999999998,106815,9520,8
29,2016-05-11,211.48,87075,9044,7
30,2016-05-26,296.4099999999999,72195,12014,15
31,2016-06-07,71.85,27435,2966,3
32,2016-04-21,124.41,48508,5167,5
33,2016-06-06,163.73000000000002,81699,6786,6
34,2016-04-14,70.87,36960,2847,3
35,2016-05-10,182.87,121930,7694,5
36,2016-04-22,204.0,103355,8537,7
37,2016-06-09,68.11,26488,2386,5
38,2016-05-05,78.37,34690,3058,4
39,2016-05-23,188.17000000000002,89468,7810,7
40,2016-06-01,175.46,69028,7097,8
41,2016-05-07,117.59,51369,4791,5
42,2016-05-21,182.84,64850,7512,8
43,2016-05-14,145.76000000000002,37872,5965,7
44,2016-06-12,227.85000000000002,117167,9291,9
45,2016-05-01,267.69,120338,10761,12
46,2016-06-10,144.88,52070,5817,7
47,2016-04-13,9.28,1911,275,1
48,2016-05-03,157.09,95321,6342,6
49,2016-06-25,90.46999999999998,33510,3112,7
50,2016-05-27,115.22,60454,4602,5
51,2016-04-28,86.2,16049,3405,5
52,2016-04-16,36.230000000000004,18891,1364,2
53,2016-05-09,84.72,48713,3486,3
54,2016-05-28,113.39,56231,4537,5
55,2016-04-18,43.57,11621,1603,3
56,2016-04-20,26.8,14079,1102,1
57,2016-04-19,20.24,10729,784,1
