,date,fare
0,2016-06-03,278.81
1,2016-06-13,351.88000000000005
2,2016-06-23,344.04
3,2016-05-21,366.85999999999996
4,2016-06-16,387.55
5,2016-05-29,277.21000000000004
6,2016-05-17,415.18000000000006
7,2016-05-06,148.04
8,2016-06-02,189.14
9,2016-06-07,365.09000000000003
10,2016-06-20,72.53
11,2016-06-08,332.5600000000001
12,2016-05-27,349.92999999999995
13,2016-05-25,380.12000000000006
14,2016-06-11,478.31999999999994
15,2016-05-30,392.93000000000006
16,2016-06-24,349.97999999999996
17,2016-05-28,570.39
18,2016-05-18,366.49
19,2016-05-14,469.4
20,2016-05-20,312.33
21,2016-06-18,329.8
22,2016-05-13,134.45000000000002
23,2016-06-17,264.71999999999997
24,2016-06-26,313.9
25,2016-05-31,322.78000000000003
26,2016-06-01,205.62
27,2016-06-10,280.3900000000001
28,2016-05-04,237.09999999999997
29,2016-05-24,383.83
30,2016-05-10,221.32
31,2016-06-05,284.94000000000005
32,2016-05-26,308.76
33,2016-06-14,242.01
34,2016-06-25,467.99
35,2016-05-19,352.79
36,2016-06-04,396.3099999999999
37,2016-06-15,301.74000000000007
38,2016-05-07,414.4599999999999
39,2016-05-15,292.91
40,2016-05-05,137.57
41,2016-05-22,60.41
42,2016-05-09,170.55
43,2016-06-09,323.42999999999995
44,2016-05-12,223.19
45,2016-05-23,100.39999999999999
46,2016-05-11,14.53
