,date,fare
0,2016-05-23,268.33
1,2016-06-14,243.11999999999998
2,2016-05-09,184.0
3,2016-06-21,163.32999999999998
4,2016-04-13,193.97
5,2016-05-18,264.03
6,2016-05-21,309.63
7,2016-06-11,138.98
8,2016-06-10,249.04999999999998
9,2016-05-31,206.09000000000003
10,2016-06-13,345.0999999999999
11,2016-05-17,140.70000000000002
12,2016-04-06,215.72
13,2016-05-10,66.5
14,2016-04-09,148.68
15,2016-05-06,95.94
16,2016-06-01,197.74
17,2016-06-24,118.72
18,2016-05-14,162.35
19,2016-06-26,186.10000000000002
20,2016-04-08,125.19
21,2016-05-29,183.3
22,2016-05-22,68.98
23,2016-06-25,297.88
24,2016-04-26,111.11000000000001
25,2016-06-18,270.98
26,2016-06-20,260.75
27,2016-06-19,114.77
28,2016-04-21,100.95
29,2016-05-30,191.09
30,2016-05-03,194.12
31,2016-06-16,67.89
32,2016-04-14,117.14
33,2016-05-24,224.03999999999996
34,2016-04-20,68.35
35,2016-05-25,77.23
36,2016-04-15,108.18999999999998
37,2016-05-15,151.02999999999997
38,2016-04-07,222.44
39,2016-06-22,155.18
40,2016-05-26,164.91999999999996
41,2016-05-12,113.22
42,2016-06-09,87.24000000000001
43,2016-05-16,232.09
44,2016-04-05,188.43000000000004
45,2016-04-11,81.91
46,2016-05-02,261.49
47,2016-05-07,199.17000000000002
48,2016-04-29,60.120000000000005
49,2016-06-02,11.96
50,2016-04-16,76.77
51,2016-04-25,177.44
52,2016-06-08,216.71999999999997
53,2016-04-30,74.46000000000001
54,2016-05-28,114.59
55,2016-06-15,148.98
56,2016-04-18,157.33
57,2016-06-23,47.44
58,2016-05-05,112.44
59,2016-04-19,160.59
60,2016-05-11,165.64
61,2016-04-12,88.82999999999998
62,2016-04-04,22.82
63,2016-05-27,16.93
64,2016-04-23,32.27
65,2016-04-28,50.18
