,date,fare
0,2016-06-24,127.46000000000001
1,2016-06-15,159.75000000000003
2,2016-05-29,213.04
3,2016-04-09,209.61999999999998
4,2016-04-13,154.12
5,2016-06-02,101.99000000000001
6,2016-05-11,186.65
7,2016-05-19,198.84000000000003
8,2016-06-16,165.66
9,2016-04-20,142.15
10,2016-05-16,209.43
11,2016-05-25,128.1
12,2016-06-08,137.45999999999998
13,2016-06-14,116.3
14,2016-06-03,246.7
15,2016-05-20,207.75
16,2016-04-30,280.65000000000003
17,2016-05-27,275.07
18,2016-06-01,303.1
19,2016-05-31,294.83000000000004
20,2016-05-21,173.92
21,2016-06-17,162.23000000000002
22,2016-05-17,220.97000000000003
23,2016-05-13,260.25
24,2016-04-26,170.42999999999998
25,2016-04-29,107.27000000000001
26,2016-06-20,150.99
27,2016-06-04,258.0799999999999
28,2016-05-28,353.25999999999993
29,2016-04-28,147.55
30,2016-04-24,154.06
31,2016-05-14,98.84
32,2016-05-22,124.65
33,2016-06-23,82.39
34,2016-05-01,161.48
35,2016-04-25,43.629999999999995
36,2016-04-14,22.98
37,2016-04-10,193.78
38,2016-04-27,106.84
39,2016-04-23,61.230000000000004
40,2016-06-22,123.73
41,2016-06-21,16.77
42,2016-06-05,87.87
43,2016-06-10,218.0
44,2016-05-30,101.48
45,2016-04-22,92.05000000000001
46,2016-06-11,32.98
47,2016-04-21,11.04
