,date,fare
0,2016-04-30,333.13
1,2016-04-29,287.96
2,2016-05-05,297.88
3,2016-06-01,291.57
4,2016-06-03,374.62999999999994
5,2016-04-22,359.79999999999995
6,2016-05-11,309.5899999999999
7,2016-04-21,303.21999999999997
8,2016-06-18,403.14
9,2016-05-04,393.0
10,2016-05-31,268.36
11,2016-05-17,307.16
12,2016-05-13,248.36999999999998
13,2016-06-15,235.56
14,2016-06-17,276.82
15,2016-05-08,235.25
16,2016-05-12,264.99000000000007
17,2016-04-27,418.03999999999996
18,2016-06-04,223.28999999999996
19,2016-05-25,343.67
20,2016-06-21,123.19999999999999
21,2016-06-19,245.3
22,2016-05-10,378.79
23,2016-05-28,319.9
24,2016-04-16,238.73999999999998
25,2016-06-23,181.65999999999997
26,2016-06-24,328.08000000000004
27,2016-04-24,165.14
28,2016-06-13,293.43
29,2016-05-15,252.50999999999996
30,2016-05-03,222.55
31,2016-06-07,228.89000000000001
32,2016-05-14,266.3
33,2016-06-16,327.48
34,2016-04-28,353.68
35,2016-06-05,169.87
36,2016-04-25,375.3
37,2016-05-01,301.72999999999996
38,2016-05-24,357.52000000000004
39,2016-06-22,158.42000000000002
40,2016-04-18,411.53
41,2016-05-30,271.17
42,2016-04-26,258.14000000000004
43,2016-04-19,433.72
44,2016-05-07,308.21
45,2016-05-06,310.79999999999995
46,2016-05-02,290.03
47,2016-05-29,147.51999999999998
48,2016-05-26,352.31999999999994
49,2016-04-20,267.81
50,2016-06-14,39.47
51,2016-06-25,357.3599999999999
52,2016-05-27,390.39000000000004
53,2016-06-06,360.09000000000003
54,2016-05-09,401.01
55,2016-06-10,102.93
56,2016-04-17,351.53
57,2016-04-23,350.42
58,2016-06-02,219.57999999999998
59,2016-04-15,167.18
60,2016-06-08,105.66000000000001
61,2016-06-20,266.96999999999997
62,2016-06-26,31.79
63,2016-05-18,206.35
