,date,fare
0,2016-05-30,69.28
1,2016-05-21,122.24000000000001
2,2016-05-20,125.71000000000001
3,2016-06-11,168.07
4,2016-05-14,260.64
5,2016-05-19,265.96000000000004
6,2016-05-02,103.3
7,2016-06-22,96.70000000000002
8,2016-06-20,93.13999999999999
9,2016-05-17,74.09
10,2016-06-17,69.58
11,2016-06-02,181.83000000000004
12,2016-05-28,281.56
13,2016-05-29,399.05000000000007
14,2016-05-16,196.29999999999998
15,2016-05-23,207.35999999999999
16,2016-05-06,167.7
17,2016-05-15,390.35
18,2016-06-08,225.54
19,2016-05-27,114.23
20,2016-06-05,368.99
21,2016-05-07,289.3
22,2016-05-03,82.53
23,2016-05-13,105.47999999999999
24,2016-05-05,36.42
25,2016-06-06,50.17
26,2016-06-03,130.66
27,2016-06-19,253.55999999999997
28,2016-06-12,563.0400000000001
29,2016-06-10,137.40999999999997
30,2016-05-25,71.47
31,2016-04-30,142.4
32,2016-06-04,190.15000000000003
33,2016-06-07,194.39999999999998
34,2016-06-13,54.970000000000006
35,2016-06-15,60.47
36,2016-05-31,125.25
37,2016-06-18,173.52999999999997
38,2016-05-08,172.70000000000002
39,2016-06-24,190.47
40,2016-06-01,156.53000000000003
41,2016-05-24,48.47
42,2016-05-22,89.87
43,2016-06-16,9.69
44,2016-05-01,43.82
45,2016-05-09,11.56
46,2016-06-14,109.4
