,date,fare
0,2016-04-19,235.89
1,2016-05-05,202.11999999999998
2,2016-04-16,159.08999999999997
3,2016-05-12,263.94
4,2016-05-09,322.05
5,2016-05-02,300.71
6,2016-04-20,112.70999999999998
7,2016-04-23,162.28
8,2016-05-11,505.00000000000006
9,2016-05-03,320.09000000000003
10,2016-04-26,219.71999999999997
11,2016-05-14,133.48999999999998
12,2016-05-04,257.39
13,2016-05-13,373.06000000000006
14,2016-05-06,318.86
15,2016-05-10,322.19999999999993
16,2016-04-29,112.68
17,2016-04-18,94.94
18,2016-04-25,159.53999999999996
19,2016-04-21,71.72
20,2016-04-28,69.69999999999999
21,2016-04-15,110.5
22,2016-04-22,14.34
