,date,fare
0,2016-06-16,442.00999999999993
1,2016-06-17,234.50000000000003
2,2016-04-30,248.29000000000002
3,2016-05-03,261.78999999999996
4,2016-05-19,106.87
5,2016-06-03,170.9
6,2016-06-15,144.01
7,2016-06-04,49.44
8,2016-05-08,141.02
9,2016-05-26,149.64000000000001
10,2016-04-27,317.86
11,2016-05-29,167.53
12,2016-05-07,332.43000000000006
13,2016-04-29,328.45000000000005
14,2016-04-28,237.44
15,2016-06-25,317.98999999999995
16,2016-06-11,43.45
17,2016-05-21,229.78
18,2016-05-24,90.33000000000001
19,2016-05-04,351.91
20,2016-06-19,457.63
21,2016-06-23,280.65
22,2016-06-18,247.45000000000002
23,2016-05-05,320.32
24,2016-05-22,83.85
25,2016-05-18,148.59
26,2016-05-27,180.1
27,2016-04-25,375.05999999999995
28,2016-06-08,112.42
29,2016-06-26,282.91
30,2016-05-20,141.85
31,2016-05-06,150.19
32,2016-05-17,188.98000000000002
33,2016-06-22,258.49
34,2016-06-05,15.31
35,2016-04-26,269.83000000000004
36,2016-06-24,234.48999999999998
37,2016-06-14,109.8
38,2016-06-06,36.44
39,2016-05-16,42.56
40,2016-06-10,71.47
41,2016-06-02,115.94999999999999
42,2016-06-07,43.75
43,2016-06-09,18.96
44,2016-05-28,11.87
