,date,fare,distance,duration,number of ride
0,2016-06-10,51.1,17463,2346,1
1,2016-06-12,102.43,46538,3839,6
2,2016-05-30,74.96000000000001,41432,2833,4
3,2016-06-14,36.39,8247,1448,2
4,2016-05-03,48.459999999999994,4448,2105,2
5,2016-06-25,148.93,35266,6345,6
6,2016-06-26,118.07,50057,5021,4
7,2016-06-19,52.010000000000005,12370,2038,3
8,2016-06-18,91.56,36501,3734,4
9,2016-06-01,21.93,5529,909,1
10,2016-06-08,103.59,34311,3986,6
11,2016-06-02,50.129999999999995,21597,2070,2
12,2016-04-18,34.31,26287,1407,1
13,2016-06-16,13.74,2684,502,1
