,date,fare
0,2016-05-27,385.8600000000001
1,2016-05-10,225.84999999999997
2,2016-05-26,283.09
3,2016-06-10,359.53
4,2016-05-19,67.94999999999999
5,2016-05-23,224.03000000000003
6,2016-06-22,293.21
7,2016-06-26,218.98000000000002
8,2016-05-31,361.48
9,2016-04-27,100.85
10,2016-06-11,464.39
11,2016-06-16,309.97
12,2016-06-15,175.42000000000002
13,2016-06-14,304.5199999999999
14,2016-05-14,283.86
15,2016-05-29,387.26
16,2016-04-24,88.06
17,2016-06-13,356.5399999999999
18,2016-05-15,277.83000000000004
19,2016-06-07,430.98
20,2016-05-22,163.2
21,2016-06-04,306.21000000000004
22,2016-06-24,224.75
23,2016-06-01,240.63
24,2016-06-05,155.33999999999997
25,2016-06-19,236.45
26,2016-06-25,434.73
27,2016-05-18,96.19
28,2016-05-17,47.85
29,2016-05-28,350.92999999999995
30,2016-06-23,394.99
31,2016-06-02,224.89000000000001
32,2016-06-18,180.2
33,2016-06-06,143.08
34,2016-06-08,238.51
35,2016-06-12,86.39
36,2016-04-29,111.71
37,2016-05-09,194.68
38,2016-06-21,286.76
39,2016-05-25,85.57000000000001
40,2016-05-12,316.23
41,2016-04-28,298.84000000000003
42,2016-05-11,253.87
43,2016-06-09,232.5
44,2016-05-30,272.47
45,2016-05-13,252.25000000000003
46,2016-06-03,371.5
47,2016-04-21,119.64000000000001
48,2016-06-17,355.28999999999996
49,2016-05-01,89.59
50,2016-05-24,170.76
51,2016-05-16,33.16
52,2016-05-20,113.58000000000001
53,2016-06-20,194.45
54,2016-05-21,71.88
55,2016-04-30,21.9
56,2016-04-22,14.25
