,date,fare,distance,duration,number of ride
0,2016-05-06,83.53999999999999,14967,3469,4
1,2016-06-11,196.95000000000002,57964,7906,10
2,2016-06-26,179.23999999999998,36282,6941,11
3,2016-04-30,185.55999999999997,71125,7168,10
4,2016-05-07,234.82000000000002,62392,9459,12
5,2016-05-01,66.28999999999999,15503,2565,4
6,2016-05-22,146.85,35931,5644,9
7,2016-05-24,70.84,15400,2608,5
8,2016-06-05,113.00999999999999,27232,4723,5
9,2016-05-13,122.35,30125,4995,6
10,2016-04-16,28.39,4793,1056,2
11,2016-05-11,52.45,11366,1873,4
12,2016-05-28,204.68,64580,8262,10
13,2016-06-19,153.74,56458,6249,7
14,2016-05-15,133.31,45803,5454,6
15,2016-05-20,80.97,26751,3251,4
16,2016-05-14,93.64,23064,4134,3
17,2016-05-08,199.10000000000002,81196,7657,11
18,2016-05-30,66.08,30865,2445,4
19,2016-05-16,16.4,4760,626,1
20,2016-05-18,67.31,12799,2638,4
21,2016-05-21,210.74,58486,8818,9
22,2016-06-18,133.77,38734,5529,6
23,2016-05-29,25.38,5977,890,2
24,2016-05-12,74.04,16687,2961,4
25,2016-05-27,83.97,15091,3295,5
26,2016-06-03,37.81,5186,1349,3
27,2016-05-26,23.25,4325,791,2
28,2016-05-23,99.47,32386,3980,5
29,2016-04-23,35.49,9231,1395,2
30,2016-06-17,99.36999999999999,19739,3674,7
31,2016-04-29,140.64,30177,5557,8
32,2016-06-10,69.92,21205,2910,3
33,2016-06-04,88.24000000000001,48420,3672,3
34,2016-06-12,17.19,6170,657,1
35,2016-06-21,90.30000000000001,31881,3506,5
36,2016-06-20,7.61,1053,194,1
