,date,fare,distance,duration,number of ride
0,2016-05-30,69.28,23140,2471,5
1,2016-05-21,122.24000000000001,45674,4487,8
2,2016-05-20,125.71000000000001,32654,5152,6
3,2016-06-11,168.07,65214,6739,8
4,2016-05-14,260.64,81289,10671,12
5,2016-05-19,265.96000000000004,81858,11337,10
6,2016-05-02,103.3,51145,4047,5
7,2016-06-22,96.70000000000002,15827,3562,7
8,2016-06-20,93.13999999999999,18778,3552,6
9,2016-05-17,74.09,35918,3022,3
10,2016-06-17,69.58,15149,2544,5
11,2016-06-02,181.83000000000004,50197,7368,9
12,2016-05-28,281.56,106183,11585,12
13,2016-05-29,399.05000000000007,115710,16473,18
14,2016-05-16,196.29999999999998,60963,7264,13
15,2016-05-23,207.35999999999999,74596,8722,8
16,2016-05-06,167.7,49496,6580,9
17,2016-05-15,390.35,122567,15578,20
18,2016-06-08,225.54,72758,9879,7
19,2016-05-27,114.23,33344,4744,5
20,2016-06-05,368.99,128365,15009,17
21,2016-05-07,289.3,111531,12146,11
22,2016-05-03,82.53,55738,3517,2
23,2016-05-13,105.47999999999999,34642,4278,5
24,2016-05-05,36.42,10284,1240,3
25,2016-06-06,50.17,10366,1761,4
26,2016-06-03,130.66,39027,5365,6
27,2016-06-19,253.55999999999997,88631,10053,13
28,2016-06-12,563.0400000000001,167292,22899,27
29,2016-06-10,137.40999999999997,41964,5305,8
30,2016-05-25,71.47,24441,3359,1
31,2016-04-30,142.4,28991,6049,6
32,2016-06-04,190.15000000000003,37563,7696,10
33,2016-06-07,194.39999999999998,73202,7469,11
34,2016-06-13,54.970000000000006,17005,2160,3
35,2016-06-15,60.47,25907,2383,3
36,2016-05-31,125.25,30194,4950,7
37,2016-06-18,173.52999999999997,59551,7064,8
38,2016-05-08,172.70000000000002,112419,7035,6
39,2016-06-24,190.47,42422,8266,7
40,2016-06-01,156.53000000000003,38343,6328,8
41,2016-05-24,48.47,11399,1861,3
42,2016-05-22,89.87,42341,3800,3
43,2016-06-16,9.69,1951,296,1
44,2016-05-01,43.82,26170,1904,1
45,2016-05-09,11.56,2845,387,1
46,2016-06-14,109.4,34437,5071,2
