,date,fare,distance,duration,number of ride
0,2016-04-25,95.38999999999999,20621,3656,6
1,2016-05-10,214.54,77423,9076,8
2,2016-06-13,220.55,76675,8808,11
3,2016-06-09,144.83,29086,5392,10
4,2016-06-15,309.31000000000006,56598,12995,14
5,2016-05-11,127.79999999999998,23564,5326,6
6,2016-06-07,221.82,89593,8978,10
7,2016-04-20,91.87,19288,3873,4
8,2016-05-31,199.70000000000002,39912,8178,10
9,2016-04-27,157.02,50608,6462,7
10,2016-05-09,139.58,32631,5484,8
11,2016-06-23,256.37,60000,11187,9
12,2016-06-01,223.78000000000003,79487,9152,10
13,2016-06-11,158.56,34642,6265,9
14,2016-05-26,221.43,38127,10107,6
15,2016-05-20,437.52,142518,18681,16
16,2016-04-24,375.38,101346,15145,19
17,2016-05-21,294.3,101536,12087,13
18,2016-06-25,309.3,89086,12567,15
19,2016-05-05,164.9,58348,7209,5
20,2016-06-19,151.13,38929,5651,10
21,2016-05-03,67.93,26196,2575,4
22,2016-05-18,114.37,27931,4594,6
23,2016-05-15,192.60999999999999,47525,7950,9
24,2016-06-06,191.41000000000003,50289,7672,10
25,2016-06-14,232.67,55157,9594,11
26,2016-04-28,126.91999999999999,23600,5280,6
27,2016-05-25,275.95,83948,11646,11
28,2016-05-24,303.46,63899,12637,14
29,2016-05-13,169.79,35710,6452,11
30,2016-04-26,166.92000000000002,75364,7193,5
31,2016-06-20,224.07,64644,9078,11
32,2016-06-26,139.83,28824,5525,8
33,2016-04-17,72.3,19099,2658,5
34,2016-05-23,193.59999999999997,55173,7750,10
35,2016-05-22,88.82,43858,3539,4
36,2016-05-12,292.11999999999995,104488,11560,15
37,2016-06-22,107.82,41822,4349,5
38,2016-04-19,108.63,28092,4098,7
39,2016-04-23,153.48000000000002,60096,6014,8
40,2016-06-10,110.27,26073,4002,8
41,2016-06-17,87.63,13701,3496,5
42,2016-05-01,121.32000000000001,27212,4374,9
43,2016-04-21,24.37,7838,1020,1
44,2016-05-04,168.28,40986,6922,8
45,2016-06-02,97.66000000000001,31742,3695,6
46,2016-05-07,105.97,30805,4135,6
47,2016-06-21,180.46,60317,7421,8
48,2016-05-08,53.47,12084,2117,3
49,2016-05-14,26.060000000000002,6479,922,2
50,2016-04-18,56.01,13497,2044,4
51,2016-06-08,27.25,7136,1175,1
52,2016-06-03,55.849999999999994,9533,2259,3
53,2016-06-12,28.87,6796,1262,1
