,date,fare,distance,duration,number of ride
0,2016-04-28,57.93,13484,2339,3
1,2016-06-09,145.41,45992,6476,4
2,2016-06-03,381.59000000000003,109625,15801,17
3,2016-05-10,148.17000000000002,34442,6115,7
4,2016-05-02,73.34,13310,2753,5
5,2016-05-06,148.63,28754,6180,7
6,2016-05-11,240.37,45159,9871,12
7,2016-04-19,159.03,49950,6767,6
8,2016-05-05,66.67,28305,2690,3
9,2016-05-23,108.75999999999999,18556,4760,4
10,2016-05-31,85.78,24050,3521,4
11,2016-04-27,81.72,30236,3461,3
12,2016-05-07,112.97,24059,4549,6
13,2016-05-09,53.989999999999995,10603,1958,4
14,2016-05-04,152.85000000000002,89708,6161,6
15,2016-04-14,127.17999999999999,38459,4991,7
16,2016-06-11,116.66999999999999,24321,4936,5
17,2016-04-30,206.73,59444,8405,10
18,2016-04-13,107.81000000000002,17777,4715,4
19,2016-06-22,113.66,16334,4835,5
20,2016-06-02,215.10999999999996,63737,8420,12
21,2016-05-03,64.4,14580,2669,3
22,2016-05-26,113.31,17158,4811,5
23,2016-05-22,217.16000000000003,53814,9185,9
24,2016-06-01,87.66,19940,3649,4
25,2016-06-25,134.46,24480,5666,6
26,2016-06-26,116.61,26396,4722,6
27,2016-04-20,115.06,32505,4793,5
28,2016-05-15,74.27,16971,2971,4
29,2016-06-10,53.269999999999996,24137,2216,2
30,2016-04-22,89.5,19244,3554,5
31,2016-05-29,139.78,40321,5636,7
32,2016-06-12,89.96,20546,3569,5
33,2016-05-20,45.81,9036,1739,3
34,2016-05-25,138.16,34381,5790,6
35,2016-04-26,84.59,15810,3518,4
36,2016-05-14,81.38,13180,3369,4
37,2016-04-16,275.5,82053,11637,11
38,2016-05-01,118.93,28746,5022,5
39,2016-05-13,129.59,24266,5610,5
40,2016-05-18,60.300000000000004,11089,2480,3
41,2016-05-12,81.58,23471,3307,4
42,2016-04-29,208.57,80542,9134,6
43,2016-05-17,61.22,9812,2537,3
44,2016-04-18,14.28,2036,535,1
45,2016-04-17,92.28999999999999,29393,3823,4
46,2016-04-15,113.74,26972,4959,4
47,2016-05-16,98.51,19627,4217,4
