,date,fare,distance,duration,number of ride
0,2016-06-03,280.74999999999994,72485,11783,12
1,2016-06-01,95.06,16604,3667,6
2,2016-06-15,164.26,62590,6363,9
3,2016-05-12,182.89,42522,7283,10
4,2016-06-09,218.27999999999997,41814,8547,13
5,2016-06-20,125.52,68795,5080,5
6,2016-06-22,236.81,69899,9118,14
7,2016-06-10,132.02,41339,5419,6
8,2016-06-17,205.82,71599,7879,12
9,2016-06-13,158.68,35595,6264,9
10,2016-05-19,282.45000000000005,130203,11459,12
11,2016-05-26,192.96,49797,7757,10
12,2016-06-14,200.20000000000002,44355,7781,12
13,2016-05-17,110.36000000000001,50168,4422,5
14,2016-06-24,230.82999999999998,65862,9616,10
15,2016-06-21,146.26999999999998,33903,6020,7
16,2016-05-20,243.16,92631,9677,12
17,2016-05-18,80.3,18247,3081,5
18,2016-06-16,135.84,43399,5409,7
19,2016-06-08,134.6,33346,5024,9
20,2016-05-24,188.91,97616,7986,6
21,2016-05-25,160.37,59634,6181,9
22,2016-06-06,272.19,77227,10911,14
23,2016-06-23,227.98999999999998,101214,9608,8
24,2016-06-07,172.5,38553,6964,9
25,2016-06-02,81.09,30735,3033,5
26,2016-05-16,106.83000000000001,20603,4057,7
27,2016-05-23,64.28,14997,2660,3
28,2016-05-27,72.44,30268,3172,2
29,2016-05-22,13.9,2448,512,1
