,date,fare,distance,duration,number of ride
0,2016-06-17,234.81,52763,9918,10
1,2016-06-07,223.55,59465,9674,8
2,2016-06-14,233.15,51836,9447,12
3,2016-06-03,446.49,92781,19112,18
4,2016-06-15,223.69,65885,9049,11
5,2016-05-27,86.31,37515,3649,3
6,2016-06-09,203.05,70477,8470,8
7,2016-05-22,73.11,15620,2920,4
8,2016-05-16,211.09,47215,8329,12
9,2016-05-26,289.72,72402,11860,14
10,2016-06-19,149.22,35320,5773,9
11,2016-06-23,155.84000000000003,27790,6563,7
12,2016-06-10,186.61,35572,7721,9
13,2016-06-02,223.35999999999999,50294,9143,11
14,2016-06-18,47.37,11417,1803,3
15,2016-05-24,169.72,54780,7290,6
16,2016-05-23,110.33,32459,4742,4
17,2016-06-12,117.82999999999998,21061,5215,4
18,2016-05-18,67.52000000000001,31125,2714,3
19,2016-06-01,83.08,15966,3243,5
20,2016-06-04,120.64,24587,5140,5
21,2016-06-16,223.34,49666,9342,10
22,2016-06-21,69.0,13244,2723,4
23,2016-05-29,41.11,7098,1703,2
24,2016-05-21,37.010000000000005,12253,1452,2
25,2016-04-11,44.09,25182,1925,1
