,date,fare,distance,duration,number of ride
0,2016-05-14,12.42,2984,431,1
1,2016-06-15,270.31,113023,11732,8
2,2016-06-26,110.13999999999999,18879,4829,4
3,2016-06-18,237.16,95705,10126,8
4,2016-04-05,66.33,31226,2651,3
5,2016-05-27,169.10000000000002,95307,7164,5
6,2016-06-08,142.55,39654,5727,7
7,2016-05-20,218.39000000000001,103979,9479,6
8,2016-06-17,146.16,66155,6371,4
9,2016-05-26,243.79999999999998,99101,10448,8
10,2016-06-16,291.04999999999995,174098,12378,8
11,2016-05-23,68.05,29805,2751,3
12,2016-06-11,220.63000000000002,110823,8960,9
13,2016-04-30,108.03,25863,4278,6
14,2016-06-09,350.76,217325,15185,8
15,2016-05-24,346.97,123695,14873,12
16,2016-05-22,238.96999999999997,80028,10527,7
17,2016-05-18,168.82999999999998,50953,7076,7
18,2016-06-10,204.28,115220,9054,4
19,2016-05-12,332.07,129486,14251,11
20,2016-05-10,364.99999999999994,95641,15035,17
21,2016-06-19,130.78,57375,5436,5
22,2016-06-25,144.06,111884,5936,4
23,2016-06-21,22.49,18176,848,1
24,2016-04-08,5.0,3,63,1
25,2016-05-09,12.94,2188,464,1
26,2016-05-01,27.89,4737,1030,2
27,2016-04-25,145.72,57439,6020,6
28,2016-06-12,189.84,117646,8088,5
29,2016-04-28,61.89,37131,2377,3
30,2016-05-13,183.31,59160,7381,9
31,2016-05-17,125.19999999999999,38933,4885,7
32,2016-04-22,57.57,17961,2484,2
33,2016-05-02,75.45,16764,3034,4
34,2016-06-23,297.38000000000005,141038,13140,7
35,2016-06-24,400.41,208857,17836,8
36,2016-04-29,51.57,14764,2194,2
37,2016-04-27,116.07,36695,4620,6
38,2016-05-25,157.18,65859,6753,5
39,2016-04-26,87.09,43866,3644,3
40,2016-04-20,30.66,9443,1141,2
41,2016-05-11,227.87000000000003,118725,9868,6
42,2016-05-07,50.269999999999996,18709,2098,2
43,2016-04-04,32.39,9333,1232,2
44,2016-06-20,145.23,120156,5938,4
45,2016-06-22,61.87,28867,2631,2
46,2016-04-19,44.17,12745,1822,2
47,2016-06-14,53.82,23595,2444,1
48,2016-04-09,59.019999999999996,21201,2341,3
49,2016-04-24,54.12,19938,2290,2
