,date,fare,distance,duration,number of ride
0,2016-05-11,77.12,28492,2842,5
1,2016-04-30,99.27000000000001,41993,3902,5
2,2016-05-30,210.27,101572,8289,10
3,2016-05-03,211.07,122108,8577,8
4,2016-05-07,106.09,46035,4424,4
5,2016-05-05,270.68,179999,11078,9
6,2016-04-28,204.91000000000003,86629,8312,9
7,2016-04-09,311.59000000000003,172223,13072,10
8,2016-05-06,343.21,154065,13482,17
9,2016-05-29,458.6700000000001,263892,19113,15
10,2016-04-26,66.5,30425,2469,4
11,2016-06-03,411.54,152083,16865,18
12,2016-04-18,85.29999999999998,24603,3101,6
13,2016-04-29,178.32,88652,7106,8
14,2016-05-09,95.46,46733,3669,5
15,2016-04-08,21.310000000000002,5215,683,2
16,2016-05-08,96.9,60620,3841,4
17,2016-05-10,100.50000000000001,35785,3814,6
18,2016-06-04,84.84,31139,3422,4
19,2016-06-07,164.90000000000003,82226,6648,7
20,2016-05-19,280.51000000000005,157714,11553,10
21,2016-06-05,446.84000000000003,221995,18405,17
22,2016-04-15,172.71,100327,6926,7
23,2016-04-10,75.52,25943,2527,6
24,2016-06-01,200.88,116521,8280,7
25,2016-04-20,192.13,83128,7670,9
26,2016-05-28,70.67,28238,2703,4
27,2016-04-21,45.96,15366,1897,2
28,2016-04-19,97.86000000000001,36110,4066,4
29,2016-04-17,58.89,33958,2439,2
30,2016-04-14,80.63,30953,3008,5
31,2016-04-13,42.629999999999995,22149,1675,2
32,2016-05-18,37.19,12809,1262,3
33,2016-04-22,161.87999999999997,99546,6758,5
34,2016-06-08,186.83,98353,7677,7
35,2016-04-12,40.59,18157,1597,2
36,2016-05-31,53.07,11017,1908,4
37,2016-04-16,78.22,59933,3262,2
38,2016-06-02,125.42999999999998,44685,4855,7
39,2016-06-06,103.55000000000001,52415,4442,3
40,2016-06-09,7.96,1947,206,1
41,2016-04-05,5.0,37,39,1
42,2016-05-16,37.7,10891,1498,2
43,2016-04-07,115.34,55105,5038,3
44,2016-05-22,56.16,23197,2178,3
45,2016-05-26,33.66,12318,1277,2
46,2016-04-23,90.99000000000001,46954,3630,4
47,2016-05-20,182.48999999999998,63937,8674,2
48,2016-05-01,127.10999999999999,72245,5333,4
49,2016-04-24,29.61,18712,1216,1
