,date,fare,distance,duration,number of ride
0,2016-05-15,304.52000000000004,75525,11437,20
1,2016-06-19,126.71999999999998,73649,5108,5
2,2016-04-24,205.83,83249,7993,11
3,2016-04-30,186.41000000000003,46694,6849,13
4,2016-04-17,116.23999999999998,69228,4788,4
5,2016-04-09,149.03,76909,5857,7
6,2016-06-04,194.35000000000002,56135,7588,11
7,2016-06-11,301.28999999999996,90106,12142,15
8,2016-06-18,236.85000000000002,57897,8814,16
9,2016-06-01,196.81000000000003,57196,7708,11
10,2016-05-01,151.28,49842,5385,11
11,2016-05-05,82.67,18542,3203,5
12,2016-06-03,245.90999999999997,51957,10307,11
13,2016-04-22,172.08,40040,6736,10
14,2016-05-08,184.98000000000005,62257,6859,12
15,2016-05-07,286.82,124779,11335,14
16,2016-06-13,83.51,43442,3460,3
17,2016-06-06,114.78,19757,4478,7
18,2016-04-08,127.42999999999999,26894,5087,7
19,2016-04-21,88.84,30828,3437,5
20,2016-06-16,53.31999999999999,11398,2114,3
21,2016-05-23,52.129999999999995,9102,2068,3
22,2016-05-12,156.66,53399,6032,9
23,2016-04-07,153.61,46873,6115,8
24,2016-05-14,231.03,53573,8932,14
25,2016-04-23,79.61,19076,3039,5
26,2016-06-08,98.09,22012,3787,6
27,2016-05-04,125.09,45970,5024,6
28,2016-05-03,107.58,24901,4066,7
29,2016-06-09,158.15,34694,6243,9
30,2016-06-05,157.86,41762,6373,8
31,2016-05-21,248.88,47877,9513,16
32,2016-05-22,167.72,51595,6231,11
33,2016-05-13,210.46999999999997,55677,8824,9
34,2016-05-30,126.88999999999999,43734,4938,7
35,2016-06-15,35.63,6323,1227,3
36,2016-05-18,156.87,49049,6465,7
37,2016-05-11,103.36999999999999,33317,3786,7
38,2016-05-06,89.25,19671,3734,4
39,2016-05-19,170.11,82049,6725,8
40,2016-04-10,27.25,7207,979,2
41,2016-06-17,162.14999999999998,34424,6258,10
42,2016-04-16,175.60000000000002,55002,7400,7
43,2016-04-25,149.04999999999998,47773,5871,8
44,2016-05-20,167.18,42665,6657,9
45,2016-04-06,255.72,135832,10808,8
46,2016-06-25,138.73999999999998,26284,5681,7
47,2016-05-17,18.57,13223,679,1
48,2016-06-12,174.7,70008,6463,11
49,2016-04-18,93.05,36590,3811,4
50,2016-04-15,191.46,72617,7711,9
51,2016-04-14,23.089999999999996,5552,774,2
52,2016-04-27,72.42,32582,2959,3
53,2016-06-10,112.10999999999999,26491,4486,6
54,2016-04-01,101.09,51256,4126,4
55,2016-04-11,91.39,21856,3634,5
56,2016-04-20,87.83,35611,3546,4
57,2016-06-02,68.3,23682,2612,4
58,2016-05-09,29.38,9431,1270,1
59,2016-03-31,17.43,4150,684,1
