,date,fare,distance,duration,number of ride
0,2016-05-18,251.04000000000002,68232,10263,12
1,2016-05-14,149.22,43428,5715,9
2,2016-05-28,212.54000000000002,105644,8380,10
3,2016-05-27,335.05,77555,13797,16
4,2016-05-19,191.55,53500,8243,7
5,2016-05-21,152.94,45464,6090,8
6,2016-05-24,109.12,19991,4181,7
7,2016-04-11,77.66,17011,3148,4
8,2016-04-07,135.61999999999998,32634,5669,6
9,2016-04-22,345.9200000000001,91803,13677,19
10,2016-05-08,43.89,19888,1757,2
11,2016-06-01,24.76,4635,1063,1
12,2016-05-20,333.05,71976,13146,19
13,2016-05-16,238.41000000000003,84183,9295,13
14,2016-05-15,268.98,80528,10721,14
15,2016-04-19,129.57999999999998,90767,5526,3
16,2016-05-25,140.95999999999998,26257,5602,8
17,2016-04-17,48.84,33610,1917,2
18,2016-05-13,257.3,94344,10599,11
19,2016-04-09,107.91,19567,4121,7
20,2016-05-31,38.01,10172,1324,3
21,2016-05-23,244.65999999999997,126787,10100,9
22,2016-05-26,136.1,26026,5546,7
23,2016-04-15,72.78,13984,2915,4
24,2016-05-29,56.7,27519,2175,3
25,2016-04-20,146.1,67544,5966,6
26,2016-04-14,63.28,17268,2591,3
27,2016-05-10,122.95999999999998,20424,5096,6
28,2016-05-17,80.98,20286,3102,5
29,2016-04-18,66.44,13254,2394,5
30,2016-04-06,39.09,10581,1573,2
31,2016-04-21,60.2,15004,2643,2
32,2016-05-11,86.64999999999999,14113,3246,6
33,2016-04-13,62.34,14904,2559,3
34,2016-05-02,30.17,6139,1139,2
35,2016-05-09,177.56999999999996,53290,7123,9
36,2016-04-16,22.11,6731,910,1
37,2016-04-24,20.41,2926,653,2
38,2016-05-04,24.32,5250,1036,1
